code,date,name,lon,lat,row,col,cover_rate,comment
1A246626,2021-02-01,name,76.66910283782283,27.591896513235866,10,402,72,comment
1A246962,2021-02-01,name,76.9594909454344,26.75616243095508,10,430,62,comment
1A1140,2021-02-01,name,71.59236978059728,38.15833318440538,11,37,47,comment
1A241425,2021-02-01,name,75.75371468465032,30.090695496403626,11,318,80,comment
1A245370,2021-02-01,name,76.23183471277919,28.879328393109663,11,359,64,comment
1A246858,2021-02-01,name,76.88027509695145,27.094076506562207,11,419,54,comment
1A246960,2021-02-01,name,77.00294013614625,26.735355846995255,11,431,71,comment
1A261342,2021-02-01,name,77.52717358436095,25.114718428957136,11,485,56,comment
1A262554,2021-02-01,name,78.04164097158984,23.36321031093584,11,543,67,comment
1A14900,2021-02-01,name,72.27386856972598,37.137186751326055,12,74,55,comment
1A245663,2021-02-01,name,76.4881793457114,28.295547175761474,12,379,28,comment
1A266422,2021-02-01,name,78.4247429070695,22.065416421977346,12,586,10,comment
1A242166,2021-02-01,name,76.06982846997997,29.49152812245814,13,339,77,comment
1A242125,2021-02-01,name,76.10467456020152,29.402790792185613,13,342,66,comment
1A246893,2021-02-01,name,76.97790893752189,27.022834485900106,13,422,74,comment
1A266401,2021-02-01,name,78.47305179687186,22.011855487263574,13,588,21,comment
1A266402,2021-02-01,name,78.48086277112886,21.981413768698914,13,589,39,comment
1A267063,2021-02-01,name,78.58117203611819,21.585423646637125,13,602,33,comment
1A324082,2021-02-01,name,79.39677863792821,17.94095702228478,13,721,1,comment
1A240893,2021-02-01,name,75.49969067372213,30.97540852164987,14,289,45,comment
1A241495,2021-02-01,name,75.69782996723835,30.50505543649174,14,305,62,comment
1A245671,2021-02-01,name,76.57726240216898,28.25543768791655,14,381,33,comment
1A267412,2021-02-01,name,78.71919335395968,21.165445458769973,14,616,1,comment
1A245653,2021-02-01,name,76.55608441099182,28.413912743788657,15,376,2,comment
1A246015,2021-02-01,name,76.64355762183695,28.17577447416642,15,384,11,comment
1A246870,2021-02-01,name,76.99327381298302,27.19080260576476,15,417,70,comment
1A241130,2021-02-01,name,75.6550639072294,30.791181690426832,16,296,56,comment
1A261652,2021-02-01,name,77.84818846562196,24.6437424345098,16,502,58,comment
1A241404,2021-02-01,name,75.96925322871815,30.123783866199773,17,319,74,comment
1A242183,2021-02-01,name,76.19354661353822,29.561842761898507,17,338,71,comment
1A266984,2021-02-01,name,78.70400917302504,21.644450223386844,17,601,1,comment
1A247725,2021-02-01,name,77.09369139785458,27.21849251943261,18,417,76,comment
1A247371,2021-02-01,name,77.35653711443327,26.438647873134062,18,443,63,comment
1A268189,2021-02-01,name,78.82715185830104,21.285016164441252,18,613,5,comment
1A247632,2021-02-01,name,77.26998533554108,26.807937764583745,19,431,59,comment
1A246309,2021-02-01,name,77.0568567171365,27.536436733857823,20,407,82,comment
1A247413,2021-02-01,name,77.42330782745992,26.456471905205543,20,443,63,comment
1A245223,2021-02-01,name,76.67041529946528,28.80980737049897,22,365,78,comment
1A268103,2021-02-01,name,79.01682616499404,21.068019519003467,22,621,20,comment
1A241345,2021-02-01,name,76.1614691552376,30.215734734983553,23,318,59,comment
1A261840,2021-02-01,name,78.12474493860064,24.549813784521902,23,507,70,comment
1A245104,2021-02-01,name,76.63715344883441,29.097605486648902,24,356,75,comment
1A244942,2021-02-01,name,76.79358527129254,28.680312585490295,24,370,74,comment
1A247614,2021-02-01,name,77.42732958653485,26.883201966768336,24,430,31,comment
1A321905,2021-02-01,name,79.254271355159,20.345495367412795,24,645,6,comment
1A241085,2021-02-01,name,76.03621485769222,30.70997284882527,25,302,4,comment
1A242307,2021-02-01,name,76.53438772296717,29.46470187375769,25,344,72,comment
1A246086,2021-02-01,name,77.01287148541975,28.182083058736364,25,387,9,comment
1A267992,2021-02-01,name,79.1729634459549,20.843306610270343,25,629,2,comment
1A1675,2021-02-01,name,72.51073596283324,37.75114232545242,26,59,8,comment
1A246449,2021-02-01,name,77.34159192287339,27.352177224418195,26,415,54,comment
1A247608,2021-02-01,name,77.49441616747617,26.90126831245875,26,430,8,comment
1A247454,2021-02-01,name,77.63385181520242,26.479685682909324,26,444,71,comment
1A242400,2021-02-01,name,76.54476242942955,29.63357445264209,27,339,68,comment
1A246132,2021-02-01,name,77.10190813376919,28.141269457334914,27,389,9,comment
1A246410,2021-02-01,name,77.3338957206954,27.48152785208831,27,411,50,comment
1A260473,2021-02-01,name,77.76502957638711,26.186877135184197,27,454,83,comment
1A321839,2021-02-01,name,79.37296372623842,20.273099097146247,27,648,7,comment
1A14564,2021-02-01,name,73.04029475903212,37.01398364942123,28,86,1,comment
1A242460,2021-02-01,name,76.47403787748947,29.911303835498977,28,330,67,comment
1A246352,2021-02-01,name,77.2526205057857,27.821002045070358,28,400,1,comment
1A268277,2021-02-01,name,79.13904117141308,21.416071643857535,28,611,29,comment
1A242360,2021-02-01,name,76.68192670930087,29.475096863797823,29,345,81,comment
1A247577,2021-02-01,name,77.5345538198193,27.109001759977687,29,424,1,comment
1A14338,2021-02-01,name,73.24366142859562,36.81298520740266,30,94,37,comment
1A247555,2021-02-01,name,77.63881987167811,26.907201800067526,30,431,76,comment
1A247474,2021-02-01,name,77.74824144757869,26.57546477997124,30,442,72,comment
1A247465,2021-02-01,name,77.7973551796693,26.424533927636475,30,447,56,comment
1A260329,2021-02-01,name,78.02775079008059,25.69886560601622,30,471,86,comment
1A357,2021-02-01,name,71.70036512854024,39.363935632347044,31,4,49,comment
1A247468,2021-02-01,name,77.81131042231446,26.493746520351152,31,445,69,comment
1A326916,2021-02-01,name,80.14163202693328,17.178063936972283,31,749,5,comment
1A242751,2021-02-01,name,76.57544473921475,30.041379111003945,32,327,1,comment
1A259780,2021-02-01,name,77.97104043627427,26.109533544243213,32,458,79,comment
1A2391,2021-02-01,name,72.81167029731498,37.76228434198749,33,62,65,comment
1A248041,2021-02-01,name,77.66922734013467,27.145289080703453,33,424,28,comment
1A3667,2021-02-01,name,72.01179940995883,39.09983121042762,34,15,55,comment
1A242776,2021-02-01,name,76.7256310317985,29.853272085933156,34,334,14,comment
1A243639,2021-02-01,name,76.80653366802491,29.644519959845077,34,341,71,comment
1A242761,2021-02-01,name,76.71324245885357,29.982639357971458,35,330,1,comment
1A260067,2021-02-01,name,78.2231366574421,25.65044473852036,35,474,84,comment
1A249482,2021-02-01,name,77.39594101118615,28.256654492263575,36,388,10,comment
1A259718,2021-02-01,name,78.0667504981241,26.265359557997687,36,454,48,comment
1A268561,2021-02-01,name,79.5039442587118,21.04090451414444,36,625,1,comment
1A12914,2021-02-01,name,73.67156405025992,36.5906770264835,37,105,11,comment
1A320185,2021-02-01,name,79.91444486445266,19.510914395202985,38,675,6,comment
1A3461,2021-02-01,name,72.2831753912121,39.030862527568566,39,20,62,comment
1A243605,2021-02-01,name,76.91996616141881,29.844094478846973,39,336,2,comment
1A248175,2021-02-01,name,78.07052477152396,26.594486317386355,39,444,14,comment
1A258427,2021-02-01,name,78.64803204442825,24.71016643162092,39,506,64,comment
1A13008,2021-02-01,name,73.69719302923085,36.7731749705942,40,100,51,comment
1A248213,2021-02-01,name,78.13349255691627,26.512363829056078,40,447,20,comment
1A268686,2021-02-01,name,79.69960718989357,20.790417369297096,40,634,2,comment
1A268691,2021-02-01,name,79.72083112900049,20.697841788347368,40,637,1,comment
1A2440,2021-02-01,name,73.06485890695191,37.99866087054648,42,58,45,comment
1A2443,2021-02-01,name,73.08210085877917,37.97024152517095,42,59,45,comment
1A319778,2021-02-01,name,80.192707086754,18.822916062491995,42,698,17,comment
1A259631,2021-02-01,name,78.32147101407361,26.26536418262111,43,456,9,comment
1A258613,2021-02-01,name,78.65655295124635,25.169693841335572,43,492,2,comment
1A249315,2021-02-01,name,77.84666353620405,27.819236185036015,44,405,14,comment
1A12823,2021-02-01,name,73.9922966118536,36.7077936438657,46,105,48,comment
1A238067,2021-02-01,name,76.81891368148762,30.781550838043344,46,307,19,comment
1A324856,2021-02-01,name,80.37283433457921,18.598225536747915,46,706,7,comment
1A258323,2021-02-01,name,78.91553536522433,24.774711176404278,47,506,1,comment
1A264020,2021-02-01,name,79.11446345983138,24.07052427136901,47,529,82,comment
1A13478,2021-02-01,name,73.68712573060684,37.39456173512541,48,82,14,comment
1A2929,2021-02-01,name,73.14789899081579,38.66156140412109,53,40,61,comment
1A263879,2021-02-01,name,79.42373956324501,23.717601087586893,53,542,1,comment
1A13381,2021-02-01,name,74.10401516779353,37.19950655180587,55,92,5,comment
1A263724,2021-02-01,name,79.41564587526169,24.009704256227145,55,533,84,comment
1A13200,2021-02-01,name,74.39893168607226,36.750508948002086,56,108,3,comment
1A13271,2021-02-01,name,74.33854114082104,36.936928677879116,57,102,2,comment
1A238547,2021-02-01,name,77.09010234648862,31.26522150099141,58,295,8,comment
1A248779,2021-02-01,name,78.46649311542546,27.522263476779443,58,419,1,comment
1A3194,2021-02-01,name,73.06318907151461,39.228391013508514,59,23,68,comment
1A13690,2021-02-01,name,73.89982511470231,37.85673229221664,59,71,34,comment
1A13509,2021-02-01,name,74.05044701907815,37.597835685309846,59,80,60,comment
1A237664,2021-02-01,name,77.26967652595951,30.916040972724648,59,307,7,comment
1A248612,2021-02-01,name,78.56074930929414,27.34858192139388,59,425,6,comment
1A263819,2021-02-01,name,79.59133124669498,23.886472664302566,59,538,74,comment
1A325196,2021-02-01,name,80.88797690465523,18.20585046385275,59,721,22,comment
1A13540,2021-02-01,name,74.18596065934943,37.438094355698276,60,86,22,comment
1A325215,2021-02-01,name,80.93251545631179,18.149002359688076,60,723,15,comment
1A13623,2021-02-01,name,74.02274764945541,37.7971034633272,61,74,30,comment
1A4091,2021-02-01,name,72.82571110165743,39.88065355065095,63,2,63,comment
1A2831,2021-02-01,name,73.58205236006314,38.6850745767028,63,44,60,comment
1A7952,2021-02-01,name,73.7575474576961,38.46954021830165,64,52,69,comment
1A250119,2021-02-01,name,78.53285786739056,28.103016873561753,65,402,2,comment
1A250083,2021-02-01,name,78.51868728747571,28.364885247205713,67,394,29,comment
1A7902,2021-02-01,name,73.72994537371378,38.81082601107517,68,42,64,comment
1A7919,2021-02-01,name,73.81711652339591,38.66739766410696,68,47,55,comment
1A8567,2021-02-01,name,74.57802020406838,37.44014836453952,69,90,49,comment
1A270434,2021-02-01,name,80.32990544233343,22.382070122303514,69,589,24,comment
1A7915,2021-02-01,name,73.89038735629747,38.69462211205059,70,47,60,comment
1A11990,2021-02-01,name,74.8929528240048,37.03015749269398,71,105,57,comment
1A276100,2021-02-01,name,80.08420297932766,23.637141222892645,71,549,41,comment
1A11818,2021-02-01,name,74.91330148554273,37.072082461617576,72,104,14,comment
1A8013,2021-02-01,name,74.07184534406515,38.69139537271842,74,49,74,comment
1A8606,2021-02-01,name,74.79267978438743,37.44702759344855,74,92,25,comment
1A276166,2021-02-01,name,80.18641908983881,23.79093862273433,75,545,2,comment
1A11787,2021-02-01,name,75.13837223436506,36.97731533535435,76,109,21,comment
1A313846,2021-02-01,name,81.45136823331761,18.270282385538017,76,722,24,comment
1A313609,2021-02-01,name,81.51506794307933,17.924498379782243,76,733,40,comment
1A230936,2021-02-01,name,78.51269779148069,29.463005669076015,77,361,1,comment
1A313074,2021-02-01,name,81.60923417952499,17.77810139968672,78,738,53,comment
1A7744,2021-02-01,name,74.08212054013842,39.04738519942353,79,39,55,comment
1A11841,2021-02-01,name,75.13633344853241,37.21999195535516,79,102,31,comment
1A230912,2021-02-01,name,78.64733854644544,29.299291383385167,79,367,3,comment
1A11715,2021-02-01,name,75.22069833957224,37.14509617111639,80,105,5,comment
1A231171,2021-02-01,name,78.52945173442842,29.73521151985734,80,353,1,comment
1A314195,2021-02-01,name,81.55368826672077,18.449931470653297,80,717,21,comment
1A4680,2021-02-01,name,73.96364895291188,39.46268557268379,82,26,59,comment
1A276292,2021-02-01,name,80.47886771009507,23.625477786631603,82,552,31,comment
1A4654,2021-02-01,name,73.96650041252278,39.60535882535302,84,22,64,comment
1A7349,2021-02-01,name,74.474934048494,38.76858872101374,84,51,57,comment
1A231264,2021-02-01,name,78.78902784886162,29.438105993811313,84,364,2,comment
1A318775,2021-02-01,name,81.45482258780649,19.83102076547144,85,674,7,comment
1A318781,2021-02-01,name,81.48163587899423,19.868501200588558,86,673,1,comment
1A9147,2021-02-01,name,74.84046474018312,38.373265116074705,87,66,75,comment
1A7220,2021-02-01,name,74.8504196292704,38.58753086665281,90,60,28,comment
1A8856,2021-02-01,name,75.41138375898082,37.594780851825,90,94,8,comment
1A230496,2021-02-01,name,79.10849997251648,29.289869731728647,91,371,3,comment
1A7497,2021-02-01,name,74.52952540390271,39.28208676756791,92,37,73,comment
1A7494,2021-02-01,name,74.54697655487367,39.25311412361192,92,38,72,comment
1A7413,2021-02-01,name,74.77156549339686,38.87586929964475,92,51,75,comment
1A8984,2021-02-01,name,75.17919936532708,38.24804147958947,93,73,72,comment
1A319133,2021-02-01,name,81.86998957989653,19.122610799981178,93,698,22,comment
1A7086,2021-02-01,name,74.95776302440615,38.942659525443254,97,51,75,comment
1A10222,2021-02-01,name,75.7808183630695,37.72246496806444,100,94,74,comment
1A5155,2021-02-01,name,74.27790108181875,40.36036412563112,101,4,68,comment
1A314736,2021-02-01,name,82.39498988489296,18.134465329169714,103,731,39,comment
1A314765,2021-02-01,name,82.45571974031576,18.17697576967686,105,730,4,comment
1A5357,2021-02-01,name,74.41217170655334,40.51685800249084,106,1,64,comment
1A10376,2021-02-01,name,76.1936838059434,37.444052239997426,106,106,1,comment
1A11110,2021-02-01,name,76.28748339895225,37.266420441220774,106,112,14,comment
1A11130,2021-02-01,name,76.43290306308062,37.07126673925391,107,119,7,comment
1A274974,2021-02-01,name,81.36608786784053,23.65092447509504,107,557,11,comment
1A314548,2021-02-01,name,82.44792040911308,18.60040795699132,107,717,47,comment
1A10442,2021-02-01,name,76.17341353878747,37.646658820865156,108,100,18,comment
1A311859,2021-02-01,name,82.6385221295213,17.716473031551466,108,745,13,comment
1A9382,2021-02-01,name,75.87330834034206,38.27939861508246,109,79,61,comment
1A6914,2021-02-01,name,75.63008923694522,38.792571538630355,110,62,24,comment
1A314539,2021-02-01,name,82.55932717298114,18.55341045748317,110,719,24,comment
1A5612,2021-02-01,name,74.80319258096061,40.339146084401726,112,10,61,comment
1A6893,2021-02-01,name,75.67586273814737,38.94939872210263,113,58,62,comment
1A9710,2021-02-01,name,75.95772849348425,38.44880262951012,113,75,27,comment
1A9497,2021-02-01,name,75.92959012160419,38.57967662889238,114,71,47,comment
1A9739,2021-02-01,name,76.12542687339045,38.22538506382488,114,83,69,comment
1A10746,2021-02-01,name,76.60647468292807,37.40778588869753,115,111,35,comment
1A274547,2021-02-01,name,81.7651023944372,23.337340006632104,116,569,39,comment
1A5592,2021-02-01,name,74.97546327445609,40.437086866514896,117,9,63,comment
1A9510,2021-02-01,name,76.04239723871187,38.61840792982515,117,71,42,comment
1A9931,2021-02-01,name,76.3823749914547,37.99698580377319,117,92,7,comment
1A10811,2021-02-01,name,76.69656493071662,37.402762085249385,117,112,5,comment
1A6752,2021-02-01,name,75.99077751347356,39.270229846298676,124,52,22,comment
1A10654,2021-02-01,name,76.86537079885767,37.6680628600222,124,106,19,comment
1A54954,2021-02-01,name,76.85921121287262,38.01598806029467,128,96,8,comment
1A33005,2021-02-01,name,77.5383287050134,36.770419992846826,129,138,2,comment
1A55917,2021-02-01,name,76.5663539893784,38.72592726004271,130,73,22,comment
1A54644,2021-02-01,name,77.41128761079496,37.28711631069547,132,122,10,comment
1A295888,2021-02-01,name,82.96646485225722,20.429318843426238,132,664,4,comment
1A54915,2021-02-01,name,77.21744452782059,37.923448923755686,135,102,22,comment
1A60098,2021-02-01,name,75.59967615395432,40.94545188979632,137,1,39,comment
1A54581,2021-02-01,name,77.7049430438615,37.31130243198369,139,124,12,comment
1A32844,2021-02-01,name,77.77980343236844,37.1606244233426,139,129,7,comment
1A59897,2021-02-01,name,76.0009437413504,40.515211960835025,140,17,59,comment
1A32877,2021-02-01,name,77.92940592159125,37.033544360046406,141,134,30,comment
1A54766,2021-02-01,name,77.69744589018543,37.58839298020044,142,116,2,comment
1A60216,2021-02-01,name,75.98198846550072,40.93670062237286,145,5,30,comment
1A60168,2021-02-01,name,75.96718506251142,41.03875403022904,146,2,34,comment
1A55112,2021-02-01,name,77.69641712308953,37.93808448808425,146,106,20,comment
1A59632,2021-02-01,name,76.51523983833542,40.193950747282756,147,31,58,comment
1A59628,2021-02-01,name,76.59272760228323,40.22028070167431,149,31,62,comment
1A59180,2021-02-01,name,76.72920671657772,39.982327042317884,149,39,69,comment
1A59620,2021-02-01,name,76.57993705169847,40.32260277387064,150,28,69,comment
1A58395,2021-02-01,name,77.2340599535549,39.40680960318677,153,60,24,comment
1A293069,2021-02-01,name,83.2166103910335,22.794319851083593,153,594,1,comment
1A59480,2021-02-01,name,76.66194358815788,40.7422191284993,157,17,67,comment
1A33777,2021-02-01,name,78.55235385814716,37.367205963236785,159,130,14,comment
1A208211,2021-02-01,name,81.97150285049582,28.595494791898258,160,413,15,comment
1A205569,2021-02-01,name,82.15860459345615,27.96385070406783,160,433,1,comment
1A205517,2021-02-01,name,82.15584173229898,28.23315630753747,162,425,5,comment
1A205553,2021-02-01,name,82.21143131184162,28.043443155232197,162,431,5,comment
1A56325,2021-02-01,name,77.68637909676876,39.41318273589925,163,64,52,comment
1A58309,2021-02-01,name,77.70899152586144,39.45586923747064,164,63,57,comment
1A205534,2021-02-01,name,82.23654309160754,28.217999385417475,164,426,29,comment
1A280931,2021-02-01,name,83.44708136675663,23.538571229552637,164,573,43,comment
1A280937,2021-02-01,name,83.53098972951025,23.487844832138684,166,575,25,comment
1A34708,2021-02-01,name,79.07506371518308,37.00259743160503,167,145,1,comment
1A208240,2021-02-01,name,82.2031860447216,28.717301833618734,167,411,6,comment
1A201604,2021-02-01,name,83.0730551834363,25.70766545406221,168,506,1,comment
1A56446,2021-02-01,name,78.0321659876978,39.27700324795818,169,71,15,comment
1A60534,2021-02-01,name,76.94504982395932,41.30236775594554,170,4,3,comment
1A54129,2021-02-01,name,78.81073106030276,37.83163432420935,170,119,15,comment
1A280968,2021-02-01,name,83.6339674841009,23.67474924610062,170,570,10,comment
1A280693,2021-02-01,name,83.50641643935893,24.386586514236143,171,548,37,comment
1A292412,2021-02-01,name,83.9149999663546,23.226020401071075,175,585,30,comment
1A281151,2021-02-01,name,83.82142298098294,23.81105265741055,176,567,13,comment
1A57239,2021-02-01,name,78.32814452931555,39.40639815596065,177,70,64,comment
1A35084,2021-02-01,name,79.71003347923795,36.56328530396109,177,163,37,comment
1A205250,2021-02-01,name,82.6929068284253,28.356024243973998,177,425,1,comment
1A204884,2021-02-01,name,82.89168054332761,27.656350103313336,177,447,13,comment
1A61276,2021-02-01,name,77.4023157169083,41.16881941746135,178,12,17,comment
1A227810,2021-02-01,name,82.11947336862903,30.360531503443106,178,362,29,comment
1A208439,2021-02-01,name,82.54201626371419,28.99923020686608,178,405,20,comment
1A204706,2021-02-01,name,82.95397300856561,27.56870093676723,178,450,1,comment
1A227045,2021-02-01,name,81.97042791945678,30.9376427531452,179,344,2,comment
1A208436,2021-02-01,name,82.57810951494521,29.007571461965572,179,405,74,comment
1A208458,2021-02-01,name,82.63474235681508,28.81710809935045,179,411,16,comment
1A281843,2021-02-01,name,83.74152992666436,24.63412300857387,179,542,7,comment
1A281438,2021-02-01,name,83.85331139975155,24.15243258878952,179,557,16,comment
1A281482,2021-02-01,name,83.82167374757233,24.448344975877657,180,548,14,comment
1A281483,2021-02-01,name,83.8291321580419,24.41622438472564,180,549,7,comment
1A228062,2021-02-01,name,82.39894167973286,29.84888329948324,181,379,1,comment
1A291954,2021-02-01,name,84.23415844679853,22.749224327305164,181,601,3,comment
1A208420,2021-02-01,name,82.6770122291143,29.064315876103258,182,404,4,comment
1A61157,2021-02-01,name,77.76156200167566,41.03668415278258,184,19,45,comment
1A61160,2021-02-01,name,77.76706620086645,41.109917852640265,185,17,48,comment
1A226676,2021-02-01,name,82.06341187763614,31.60985888790985,187,325,1,comment
1A221235,2021-02-01,name,81.9708000369201,31.997717432182878,188,313,1,comment
1A61188,2021-02-01,name,77.89229261595037,41.22214230582568,189,15,22,comment
1A57078,2021-02-01,name,79.00245506973606,39.157186018395414,189,83,56,comment
1A34210,2021-02-01,name,79.86277404130752,37.37633593253703,189,141,5,comment
1A35228,2021-02-01,name,80.27882237515517,36.44880197811889,189,171,1,comment
1A226642,2021-02-01,name,82.09435619755835,31.754490998160456,189,321,55,comment
1A292164,2021-02-01,name,84.38936079954065,23.380887943915052,189,583,1,comment
1A222149,2021-02-01,name,81.84989233251045,32.687771488976445,191,292,6,comment
1A291836,2021-02-01,name,84.63584788135236,22.553087241391463,191,609,49,comment
1A220224,2021-02-01,name,81.93189369777566,32.571197465073254,192,296,31,comment
1A221125,2021-02-01,name,82.14065509547048,31.971611243755532,192,315,1,comment
1A286403,2021-02-01,name,84.28041774280773,24.368655054144075,192,553,28,comment
1A62381,2021-02-01,name,78.10364363026154,41.18325396178145,193,18,42,comment
1A51971,2021-02-01,name,79.11315762748394,39.297165428969116,193,80,27,comment
1A286717,2021-02-01,name,84.4664322935669,23.697389154211358,193,574,29,comment
1A42214,2021-02-01,name,81.25719723388588,34.60148874367663,194,232,5,comment
1A290504,2021-02-01,name,84.79943273454505,22.279965584901195,194,618,1,comment
1A42335,2021-02-01,name,81.53703021222681,33.9845136986943,195,252,45,comment
1A214625,2021-02-01,name,82.74107680919604,30.509262117937098,195,362,2,comment
1A286452,2021-02-01,name,84.41520366562796,24.259600930021964,195,557,20,comment
1A286748,2021-02-01,name,84.58556655796805,23.4840210906991,195,581,9,comment
1A219870,2021-02-01,name,81.7395691551382,33.554356839919436,196,266,1,comment
1A220261,2021-02-01,name,82.15833034162218,32.38782752541347,196,303,17,comment
1A286430,2021-02-01,name,84.4286434918399,24.363134998242167,196,554,74,comment
1A286433,2021-02-01,name,84.4504305202159,24.266244427279364,196,557,26,comment
1A41954,2021-02-01,name,81.23477659304794,34.97645927235001,197,221,5,comment
1A286366,2021-02-01,name,84.41266689736354,24.595873191926994,197,547,28,comment
1A286444,2021-02-01,name,84.50011779066536,24.208256989610884,197,559,36,comment
1A286685,2021-02-01,name,84.5786761529477,23.85266927254801,197,570,6,comment
1A61551,2021-02-01,name,78.24183949538754,41.44224669221166,199,12,11,comment
1A52266,2021-02-01,name,79.69927388070555,38.662577385955444,199,103,3,comment
1A215347,2021-02-01,name,82.8203669899121,31.006698183423417,201,348,1,comment
1A46809,2021-02-01,name,80.72532712429702,36.7148821428475,202,167,58,comment
1A214750,2021-02-01,name,82.93829541652725,30.760894420035825,202,356,1,comment
1A209767,2021-02-01,name,83.3751300266619,29.325214014182915,202,401,68,comment
1A51758,2021-02-01,name,79.3995470353015,39.63221156970287,203,73,63,comment
1A41169,2021-02-01,name,81.17252517637216,35.75830115048936,203,198,24,comment
1A209697,2021-02-01,name,83.49517947511245,29.04546611220533,203,410,77,comment
1A286576,2021-02-01,name,84.76870467852456,23.98876475583575,203,567,17,comment
1A287201,2021-02-01,name,84.95508016459891,23.11346323878285,203,594,10,comment
1A62904,2021-02-01,name,79.22687539843044,40.146995667435576,205,57,63,comment
1A283067,2021-02-01,name,84.61440456134636,25.005442974881632,205,536,4,comment
1A290658,2021-02-01,name,85.25324080730572,21.988439973931715,205,629,1,comment
1A51718,2021-02-01,name,79.56525776330538,39.57611948492332,206,76,66,comment
1A210004,2021-02-01,name,83.65940217367732,28.877445952508612,206,416,69,comment
1A210374,2021-02-01,name,83.83851798375724,28.235789909604804,206,436,2,comment
1A286811,2021-02-01,name,84.95823095880887,23.61903114276992,206,579,3,comment
1A62550,2021-02-01,name,78.91736626026253,40.90552540375888,207,33,58,comment
1A51707,2021-02-01,name,79.66019837767692,39.56928962788719,208,77,63,comment
1A210857,2021-02-01,name,83.74134906868933,28.861376651138283,208,417,16,comment
1A286124,2021-02-01,name,84.79459447464274,24.701936694403315,208,546,19,comment
1A41484,2021-02-01,name,81.56790260718321,35.41320740436216,209,211,77,comment
1A209426,2021-02-01,name,83.66796757924558,29.25423581669249,209,405,1,comment
1A61976,2021-02-01,name,78.85521977875966,41.278898495683315,210,22,2,comment
1A214873,2021-02-01,name,83.34266164584963,30.478800929234808,210,367,1,comment
1A286198,2021-02-01,name,84.93778301215737,24.391005082850235,210,556,17,comment
1A51344,2021-02-01,name,79.93242414831482,39.29671815628737,211,87,41,comment
1A286196,2021-02-01,name,84.98035422231179,24.36511259713125,211,557,9,comment
1A62174,2021-02-01,name,79.05998224749246,41.16404696225866,213,27,55,comment
1A210829,2021-02-01,name,83.9687037247976,28.740514720147516,213,422,4,comment
1A285833,2021-02-01,name,85.100811607653,24.150855265161717,213,564,37,comment
1A299853,2021-02-01,name,85.68547441080992,21.21952019122299,213,654,4,comment
